datum,M01AB_monthly,M01AE_monthly,N02BA_monthly,N02BE_monthly,N05B_monthly,N05C_monthly,R03_monthly,R06_monthly,M01AB_weekly,M01AE_weekly,N02BA_weekly,N02BE_weekly,N05B_weekly,N05C_weekly,R03_weekly,R06_weekly,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Hour,M01AB_hourly,M01AE_hourly,N02BA_hourly,N02BE_hourly,N05B_hourly,N05C_hourly,R03_hourly,R06_hourly,Year_hourly,Month_hourly,Hour_hourly
2017-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.68,3.165,4.05,17.1,1.0,0.0,6.0,2.0,48408.0,288.0,276.0
2017-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.396,2.1,29.2,12.0,0.0,6.0,1.0,48408.0,288.0,276.0
2017-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.66,5.45,24.9,8.0,0.0,7.0,1.0,48408.0,288.0,276.0
2017-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,2.5100000000000002,3.5,44.2,5.0,1.0,7.0,2.0,48408.0,288.0,276.0
2017-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.17,5.4,36.6,14.0,0.0,7.0,2.0,48408.0,288.0,276.0
2017-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.0,5.5,34.4,10.0,0.0,6.0,1.0,48408.0,288.0,276.0
2017-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,5.066,3.0,44.0,6.0,1.0,12.0,2.0,48408.0,288.0,276.0
2017-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.34,2.3,29.0,9.0,0.0,0.0,1.0,48408.0,288.0,276.0
2017-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,30.0,5.0,0.0,0.0,3.0,48408.0,288.0,276.0
2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18,5.01,2.5,29.0,6.0,0.0,0.0,1.0,48408.0,288.0,276.0
2017-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,6.0,3.0,36.6,6.0,1.0,1.0,2.0,48408.0,288.0,276.0
2017-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.66,4.67,6.0,31.6,7.0,0.0,8.0,0.0,48408.0,288.0,276.0
2017-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48408.0,288.0,276.0
2017-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.396,3.0,27.2,3.0,0.0,11.0,2.0,48408.0,288.0,276.0
2017-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,2.66,4.0,23.4,5.0,0.0,6.0,0.0,48408.0,288.0,276.0
2017-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99,2.769,1.5,26.0,13.0,0.0,1.0,1.6,48408.0,288.0,276.0
2017-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.505,6.1,28.3,6.0,0.0,1.0,1.0,48408.0,288.0,276.0
2017-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.62,4.1,15.530000000000001,4.0,0.0,6.0,2.0,48408.0,288.0,276.0
2017-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.99,4.67,3.5,56.9,9.0,0.0,9.0,2.0,48408.0,288.0,276.0
2017-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,4.814,5.15,32.7,9.0,0.0,3.0,0.0,48408.0,288.0,276.0
2017-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33,3.462,5.1,35.35,12.0,3.0,24.0,1.0,48408.0,288.0,276.0
2017-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.34,2.066,2.5,41.4,17.0,0.0,11.0,2.0,48408.0,288.0,276.0
2017-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.68,8.363,4.0,50.0,8.0,0.0,10.0,3.0,48408.0,288.0,276.0
2018-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48432.0,24.0,276.0
2018-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.33,2.25,38.0,3.0,0.0,2.0,2.0,48432.0,24.0,276.0
2018-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.67,2.3970000000000002,3.0,54.0,4.0,0.0,10.0,3.0,48432.0,24.0,276.0
2018-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.099,1.0,39.2,9.0,0.0,1.0,2.0,48432.0,24.0,276.0
2018-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,6.825,3.0,26.0,11.0,0.0,21.0,1.0,48432.0,24.0,276.0
2018-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.66,1.6600000000000001,2.2,73.0,4.0,0.0,5.0,8.0,48432.0,24.0,276.0
2018-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,6.53,4.2,29.6,5.0,0.0,0.0,1.0,48432.0,24.0,276.0
2018-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,2.099,5.0,33.825,9.0,6.0,10.0,1.0,48432.0,24.0,276.0
2018-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33,7.406000000000001,6.0,44.5,12.0,0.0,6.0,2.0,48432.0,24.0,276.0
2018-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.33,5.5,37.6,7.0,0.0,5.0,0.0,48432.0,24.0,276.0
2018-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66,1.33,3.0,42.0,11.0,0.0,10.0,0.0,48432.0,24.0,276.0
2018-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.495,3.2,32.0,6.0,0.0,8.0,1.0,48432.0,24.0,276.0
2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.99,2.0,5.1,26.0,8.0,0.0,15.0,2.0,48432.0,24.0,276.0
2018-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34,2.67,3.0,18.0,2.0,0.0,8.0,0.0,48432.0,24.0,276.0
2018-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.67,2.85,2.0,30.2,10.0,2.0,41.0,2.0,48432.0,24.0,276.0
2018-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,3.726,4.0,58.4,9.0,0.0,2.0,1.0,48432.0,24.0,276.0
2018-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,2.528,3.0,23.4,12.0,0.0,3.0,1.0,48432.0,24.0,276.0
2018-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66,2.3200000000000003,2.0,38.0,2.0,0.0,5.0,0.0,48432.0,24.0,276.0
2018-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.396,6.0,29.0,5.0,0.0,6.0,1.0,48432.0,24.0,276.0
2018-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.066,4.6,38.6,4.0,0.0,5.0,1.0,48432.0,24.0,276.0
2018-01-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33,6.67,4.0,32.0,13.0,0.0,4.0,1.0,48432.0,24.0,276.0
2018-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66,5.132000000000001,4.2,36.8,15.0,0.0,7.0,3.0,48432.0,24.0,276.0
2018-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.023,0.39999999999999997,62.2,9.0,0.0,12.0,1.0,48432.0,24.0,276.0
2018-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,7.33,3.0,52.9,7.0,0.0,3.0,4.0,48432.0,24.0,276.0
2018-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,4.3629999999999995,4.25,47.9,10.0,3.0,4.0,1.0,48432.0,24.0,276.0
2018-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,3.76,3.0,37.0,11.0,0.0,4.0,3.0,48432.0,24.0,276.0
2018-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.34,4.33,6.0,30.5,7.0,0.0,6.0,3.0,48432.0,48.0,276.0
2018-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,4.99,4.0,54.6,6.0,0.0,6.0,4.4,48432.0,48.0,276.0
2018-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,7.13,3.3,67.1,12.0,0.0,5.0,2.0,48432.0,48.0,276.0
2018-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.33,3.066,3.0,53.0,18.0,0.0,6.0,0.66,48432.0,48.0,276.0
2018-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,1.87,6.85,51.5,8.0,0.0,5.0,1.0,48432.0,48.0,276.0
2018-02-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.84,8.132,3.2,44.8,8.0,0.0,23.0,0.0,48432.0,48.0,276.0
2018-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,1.34,3.0,47.0,7.0,0.0,1.25,0.0,48432.0,48.0,276.0
2018-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.6900000000000004,4.25,47.0,17.0,0.0,11.0,0.0,48432.0,48.0,276.0
2018-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.01,5.231,3.5,60.4,6.0,0.0,15.0,3.0,48432.0,48.0,276.0
2018-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,4.769,10.0,36.3,14.0,1.0,1.0,1.0,48432.0,48.0,276.0
2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,8.033,5.0,17.8,10.0,0.0,10.0,3.0,48432.0,48.0,276.0
2018-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.33,2.1,50.3,15.0,0.0,14.0,0.0,48432.0,48.0,276.0
2018-02-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,6.945,0.85,74.6,6.0,0.0,10.0,0.0,48432.0,48.0,276.0
2018-02-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.68,7.175000000000001,1.2,65.162,10.0,0.0,0.0,1.0,48432.0,48.0,276.0
2018-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,3.64,2.0,50.4,5.0,0.0,9.0,0.0,48432.0,48.0,276.0
2018-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.3400000000000003,1.7000000000000002,27.0,6.0,0.0,12.0,2.0,48432.0,48.0,276.0
2018-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.18,2.286,4.2,30.2,6.0,0.0,2.0,3.0,48432.0,48.0,276.0
2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.34,7.01,9.5,27.4,5.0,0.0,6.0,1.0,48432.0,48.0,276.0
2018-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.33,3.15,30.0,6.0,0.0,20.0,0.0,48432.0,48.0,276.0
2018-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.83,2.979,1.0,34.2,6.0,0.0,12.0,0.0,48432.0,48.0,276.0
2018-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.68,7.0,43.5,10.0,0.0,8.0,3.0,48432.0,48.0,276.0
2018-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.66,2.0,46.6,9.0,0.0,7.0,1.0,48432.0,48.0,276.0
2018-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,2.6500000000000004,3.4,26.7,20.0,9.0,8.0,1.0,48432.0,48.0,276.0
2018-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0329999999999995,1.05,26.4,26.0,1.0,12.0,1.0,48432.0,72.0,276.0
2018-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,9.5,38.4,24.0,3.0,17.0,5.5,48432.0,72.0,276.0
2018-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,2.363,8.15,40.187,12.0,1.0,10.0,4.0,48432.0,72.0,276.0
2018-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,5.33,6.1,25.0,6.0,0.0,17.0,1.0,48432.0,72.0,276.0
2018-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,6.33,5.85,22.2,22.0,8.0,2.0,1.0,48432.0,72.0,276.0
2018-03-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,1.6700000000000002,4.0,20.2,31.0,5.0,11.0,1.4,48432.0,72.0,276.0
2018-03-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,2.769,4.0,25.8,10.0,0.0,0.0,4.0,48432.0,72.0,276.0
2018-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,2.18,4.2,41.0,11.0,1.0,10.0,0.0,48432.0,72.0,276.0
2018-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.109,4.0,21.7,11.0,3.0,17.0,6.0,48432.0,72.0,276.0
2018-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,4.345000000000001,3.0,22.2,9.0,0.0,13.0,8.0,48432.0,72.0,276.0
2018-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.066,5.2,15.2,18.0,0.0,21.0,5.0,48432.0,72.0,276.0
2018-03-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,2.34,0.0,31.0,14.0,2.0,8.0,4.0,48432.0,72.0,276.0
2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,2.132,3.0,23.9,10.0,0.0,10.0,0.0,48432.0,72.0,276.0
2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,3.066,1.0,29.0,7.0,0.0,2.0,1.0,48432.0,72.0,276.0
2018-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99,1.6600000000000001,3.15,65.0,11.0,0.0,5.0,4.0,48432.0,72.0,276.0
2018-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,1.0,0.0,19.6,11.0,2.0,18.0,1.0,48432.0,72.0,276.0
2018-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.67,3.67,9.0,48.6,7.0,0.0,15.0,5.0,48432.0,72.0,276.0
2018-03-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,27.0,4.0,0.0,9.0,0.0,48432.0,72.0,276.0
2018-03-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.67,1.55,24.6,4.0,0.0,0.0,1.0,48432.0,72.0,276.0
2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.396,5.15,34.0,8.0,0.0,11.0,8.5,48432.0,72.0,276.0
2018-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.34,5.0,40.0,7.0,1.0,2.0,0.0,48432.0,72.0,276.0
2018-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,9.66,0.2,27.6,15.0,4.0,5.0,3.3,48432.0,72.0,276.0
2018-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,3.33,5.1,28.0,14.0,1.0,5.0,2.0,48432.0,72.0,276.0
2018-03-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,1.6600000000000001,1.0,11.924,23.0,2.0,6.0,1.5,48432.0,72.0,276.0
2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,2.33,3.0,28.2,5.0,0.0,7.0,3.3,48432.0,72.0,276.0
2018-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,4.46,9.0,42.0,33.0,8.0,3.0,2.0,48432.0,72.0,276.0
2018-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.66,4.396,6.3,30.0,31.0,0.0,10.0,10.0,48432.0,96.0,276.0
2018-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.529,2.0,38.0,10.0,6.0,5.0,3.5,48432.0,96.0,276.0
2018-04-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01,5.2,3.0,29.0,9.0,0.0,1.0,8.0,48432.0,96.0,276.0
2018-04-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.33,3.67,5.4,39.0,16.0,1.0,16.0,3.0,48432.0,96.0,276.0
2018-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,3.0,4.2,33.525,13.0,0.0,23.0,5.0,48432.0,96.0,276.0
2018-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.18,4.506,2.0,40.0,4.0,0.0,5.0,7.0,48432.0,96.0,276.0
2018-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,6.0,25.0,6.0,0.0,10.0,6.0,48432.0,96.0,276.0
2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,3.067,2.0,38.3,18.0,3.0,7.0,10.0,48432.0,96.0,276.0
2018-04-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.67,3.0100000000000002,2.0,28.0,12.0,0.0,3.0,11.0,48432.0,96.0,276.0
2018-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.759,3.5,17.4,9.0,0.0,6.0,4.5,48432.0,96.0,276.0
2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,2.033,5.0,23.0,12.0,0.0,23.0,4.0,48432.0,96.0,276.0
2018-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.68,2.0,24.0,2.0,0.0,3.0,12.0,48432.0,96.0,276.0
2018-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0200000000000005,0.25,40.5,9.0,0.0,4.0,3.0,48432.0,96.0,276.0
2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,1.4060000000000001,0.15,16.0,10.0,0.0,6.0,6.0,48432.0,96.0,276.0
2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.54,3.25,25.25,5.0,0.0,7.0,1.0,48432.0,96.0,276.0
2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.67,1.0,31.375,3.0,0.0,1.0,7.0,48432.0,96.0,276.0
2018-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.506,0.0,15.0,10.0,0.0,6.0,9.0,48432.0,96.0,276.0
2018-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.439,2.0,40.4,7.0,0.0,4.0,6.2,48432.0,96.0,276.0
2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.6930000000000001,1.0,15.562,7.0,0.0,2.0,9.0,48432.0,96.0,276.0
2018-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.462,6.0,20.0,9.0,0.0,1.0,12.0,48432.0,96.0,276.0
2018-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,7.66,5.0,18.1,8.0,2.0,30.0,9.0,48432.0,96.0,276.0
2018-04-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,1.099,2.0,18.0,8.0,0.0,7.0,5.0,48432.0,96.0,276.0
2018-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.68,3.529,3.0,43.0,12.0,0.0,6.0,4.0,48432.0,96.0,276.0
2018-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33,2.0,2.05,27.25,11.0,1.0,6.0,7.0,48432.0,96.0,276.0
2018-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,0.0,1.0,6.2,0.0,0.0,1.0,8.0,48432.0,120.0,276.0
2018-05-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.5260000000000002,2.0,38.2,7.0,0.0,3.0,9.0,48432.0,120.0,276.0
2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,1.779,2.0,27.262,10.0,0.0,16.0,10.0,48432.0,120.0,276.0
2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.93,5.0,8.75,6.0,0.0,2.0,10.5,48432.0,120.0,276.0
2018-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,3.34,5.0,24.0,9.0,0.0,0.0,7.0,48432.0,120.0,276.0
2018-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.66,0.033,0.0,22.0,13.0,0.0,7.0,3.0,48432.0,120.0,276.0
2018-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,5.84,1.0,15.0,14.0,2.0,1.0,9.0,48432.0,120.0,276.0
2018-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.34,2.33,7.0,24.4,8.0,2.0,2.0,5.0,48432.0,120.0,276.0
2018-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.5,5.32,6.0,39.0,12.0,0.0,1.0,6.0,48432.0,120.0,276.0
2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.33,1.34,3.0,19.0,6.0,0.0,2.0,10.0,48432.0,120.0,276.0
2018-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.33,3.66,5.15,27.0,10.0,0.0,11.0,8.0,48432.0,120.0,276.0
2018-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.539,1.0,20.0,4.0,1.0,37.0,3.0,48432.0,120.0,276.0
2018-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.67,2.0,14.0,11.0,0.0,5.0,7.0,48432.0,120.0,276.0
2018-05-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.01,2.33,2.5,13.4,9.0,0.0,2.0,8.0,48432.0,120.0,276.0
2018-05-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.78,3.5,16.0,11.0,0.0,1.0,4.0,48432.0,120.0,276.0
2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,1.396,6.0,30.0,11.0,0.0,2.0,2.4,48432.0,120.0,276.0
2018-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,2.561,1.0,18.4,7.0,5.0,0.0,5.0,48432.0,120.0,276.0
2018-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.759,2.15,14.6,18.0,0.0,11.0,5.0,48432.0,120.0,276.0
2018-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.67,2.33,3.0,8.062,7.0,0.0,6.0,6.0,48432.0,120.0,276.0
2018-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,3.66,0.0,11.0,7.0,0.0,0.0,7.0,48432.0,120.0,276.0
2018-05-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.99,5.0,20.2,6.0,1.0,10.0,1.0,48432.0,120.0,276.0
2018-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,2.33,2.0,16.4,9.0,0.0,1.0,2.0,48432.0,120.0,276.0
2018-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,2.759,7.0,16.262,7.0,0.0,3.0,5.0,48432.0,120.0,276.0
2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0100000000000002,1.2,19.6,7.0,0.0,7.0,6.0,48432.0,120.0,276.0
2018-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,4.0329999999999995,3.3,21.25,7.0,0.0,4.0,6.0,48432.0,120.0,276.0
2018-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.34,1.67,2.0,16.4,9.0,0.0,14.0,10.0,48432.0,120.0,276.0
2018-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.33,2.18,4.0,29.0,9.0,0.0,5.0,3.0,48432.0,144.0,276.0
2018-06-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,3.0860000000000003,4.0,23.0,9.0,3.0,7.0,9.0,48432.0,144.0,276.0
2018-06-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,3.0,6.0,19.0,3.0,0.0,6.0,6.0,48432.0,144.0,276.0
2018-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,3.67,1.05,20.0,7.0,2.0,0.0,7.0,48432.0,144.0,276.0
2018-06-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.34,0.15,17.25,16.0,3.0,0.0,2.0,48432.0,144.0,276.0
2018-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.528,0.25,19.0,11.0,1.0,10.0,2.0,48432.0,144.0,276.0
2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.33,2.0,9.0,6.0,0.0,2.0,4.4,48432.0,144.0,276.0
2018-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,6.462,3.0,21.0,11.0,0.0,5.0,0.0,48432.0,144.0,276.0
2018-06-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.33,3.1,17.0,17.0,0.0,0.0,6.0,48432.0,144.0,276.0
2018-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,4.5,4.0,18.186,3.0,0.0,1.0,7.4,48432.0,144.0,276.0
2018-06-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,4.33,1.2,22.25,1.0,0.0,0.0,2.0,48432.0,144.0,276.0
2018-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,22.0,11.0,0.0,0.0,2.0,48432.0,144.0,276.0
2018-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.066,0.30000000000000004,11.133,10.0,0.0,8.0,2.0,48432.0,144.0,276.0
2018-06-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,6.383,5.0,10.0,5.0,0.0,2.0,7.0,48432.0,144.0,276.0
2018-06-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,1.33,2.1,14.0,4.0,0.0,1.0,6.0,48432.0,144.0,276.0
2018-06-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.34,4.0,23.0,8.0,0.0,5.0,3.0,48432.0,144.0,276.0
2018-06-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66,4.5280000000000005,2.5,15.062,8.0,3.0,11.0,2.6,48432.0,144.0,276.0
2018-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35,2.9130000000000003,4.0,36.0,5.0,0.0,5.0,10.5,48432.0,144.0,276.0
2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.099,4.15,12.0,3.0,0.0,6.0,5.5,48432.0,144.0,276.0
2018-06-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.33,7.343,2.0,14.0,7.0,0.0,1.0,2.0,48432.0,144.0,276.0
2018-06-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.33,3.099,0.0,31.062,12.0,3.0,5.0,2.0,48432.0,144.0,276.0
2018-06-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.33,5.67,3.0,15.0,6.0,0.0,9.0,4.4,48432.0,144.0,276.0
2018-06-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.396,3.0,11.0,10.0,0.0,2.0,3.0,48432.0,144.0,276.0
2018-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.192,4.0,10.0,13.0,0.0,5.0,2.0,48432.0,144.0,276.0
